latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
13.3096,-16.0095,327.3,2,1.4,2015-07-02,1455,Aqua,MODIS,42,6.2,299.8,31.8,D,0
13.2656,-16.1231,327.2,1,1,2015-07-04,1140,Terra,MODIS,46,6.2,300.7,15.3,D,0
13.4921,-16.033,329,1,1,2015-07-04,1140,Terra,MODIS,70,6.2,304.9,11.9,D,0
13.3785,-16.0692,325.8,4.2,1.9,2015-07-05,1223,Terra,MODIS,79,6.2,294.9,97.4,D,0
13.3753,-16.0766,322.8,4.2,1.9,2015-07-05,1223,Terra,MODIS,76,6.2,294.9,73,D,0
13.6744,-14.9975,322.4,1.3,1.1,2015-07-18,1152,Terra,MODIS,32,6.2,300.6,15.5,D,0
13.6764,-15.0096,323.4,1.3,1.1,2015-07-18,1152,Terra,MODIS,33,6.2,302.1,16.4,D,0
13.2708,-16.099,315.8,1.9,1.4,2015-07-18,1455,Aqua,MODIS,0,6.2,293.1,15.4,D,0
13.4746,-13.9922,328.1,1,1,2015-11-04,1424,Aqua,MODIS,77,6.2,307.5,14,D,0
13.5288,-14.0216,326,1.1,1,2015-11-11,1430,Aqua,MODIS,76,6.2,307.2,13.4,D,0
13.6545,-14.6108,322.2,1.9,1.4,2015-11-16,1448,Aqua,MODIS,69,6.2,309.8,19.2,D,0
13.1774,-16.4593,325.9,1,1,2015-11-18,1436,Aqua,MODIS,81,6.2,300.7,19.6,D,0
13.1787,-16.45,320,1,1,2015-11-18,1436,Aqua,MODIS,75,6.2,301,13.2,D,0
13.3132,-16.7207,314.6,1.1,1,2015-11-25,1139,Terra,MODIS,70,6.2,299.8,5.8,D,0
13.4935,-13.9822,319.8,1.1,1,2015-11-27,1127,Terra,MODIS,61,6.2,304.6,8.7,D,0
13.4806,-14.0007,325.7,1.1,1,2015-11-27,1430,Aqua,MODIS,47,6.2,311,10.5,D,0
13.4792,-14.0105,325.4,1.1,1,2015-11-27,1430,Aqua,MODIS,61,6.2,310.7,10.1,D,0
13.4898,-14.002,340.4,1.1,1,2015-11-27,1430,Aqua,MODIS,88,6.2,311.1,31.6,D,0
13.4885,-14.0118,334.8,1.1,1,2015-11-27,1430,Aqua,MODIS,84,6.2,309.5,22.3,D,0
13.4124,-14.2838,321.8,1,1,2015-12-04,1133,Terra,MODIS,72,6.2,305.9,9.7,D,0
13.4165,-14.2908,338.9,1.2,1.1,2015-12-04,1436,Aqua,MODIS,88,6.2,309.8,39.4,D,0
13.415,-14.3021,331.4,1.2,1.1,2015-12-04,1436,Aqua,MODIS,81,6.2,309.1,24.9,D,0
13.5811,-14.6442,325.4,1.2,1.1,2015-12-13,1127,Terra,MODIS,80,6.2,301.6,19.6,D,0
13.5825,-14.6549,357,1.2,1.1,2015-12-13,1127,Terra,MODIS,98,6.2,302.4,89.9,D,0
13.5729,-14.6563,319.4,1.2,1.1,2015-12-13,1127,Terra,MODIS,65,6.2,295.8,14.7,D,0
13.6079,-14.8595,332.9,1,1,2015-12-13,1430,Aqua,MODIS,85,6.2,300.5,22.8,D,0
13.4961,-13.9471,319.9,1.2,1.1,2015-12-18,1145,Terra,MODIS,66,6.2,305.4,11.4,D,0
13.4728,-14.0245,323.4,2.1,1.4,2015-12-18,1448,Aqua,MODIS,48,6.2,310.8,26.8,D,0
13.4738,-14.032,325.8,2.1,1.4,2015-12-18,1448,Aqua,MODIS,73,6.2,311.1,35.2,D,0
13.4957,-13.9552,326.8,2.2,1.4,2015-12-18,1448,Aqua,MODIS,75,6.2,309.2,43.7,D,0
13.4953,-13.9476,324.6,2.2,1.4,2015-12-18,1448,Aqua,MODIS,49,6.2,309.7,33,D,0
13.4928,-13.9675,326.1,2.2,1.4,2015-12-18,1448,Aqua,MODIS,60,6.2,307.7,35.1,D,0
13.3981,-14.34,321.7,1.2,1.1,2015-12-20,1436,Aqua,MODIS,59,6.2,310,9.6,D,0
13.4668,-13.8382,325,1,1,2015-12-22,1424,Aqua,MODIS,73,6.2,306.4,11.2,D,0
13.4622,-13.8558,311.8,2.7,1.6,2015-12-23,1203,Terra,MODIS,33,6.2,298.8,19.5,D,0
13.667,-15.2209,321.4,1.3,1.1,2015-12-25,1151,Terra,MODIS,54,6.2,301.3,17,D,0
13.3832,-15.4708,313.8,1.3,1.1,2015-12-29,1127,Terra,MODIS,53,6.2,292.4,10.2,D,0
13.3211,-15.8547,310.7,1.4,1.2,2015-12-29,1127,Terra,MODIS,59,6.2,295.3,9.1,D,0
13.3817,-15.466,327.1,1,1,2015-12-29,1430,Aqua,MODIS,80,6.2,302.2,16.6,D,0
