latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
13.403288,-14.679893,335.57,0.39,0.36,2012-01-20,1410,N,VIIRS,l,1,306.05,2.52,D,0
13.167356,-16.577505,340,0.45,0.39,2012-01-20,1410,N,VIIRS,n,1,304.17,5.59,D,0
13.163798,-16.576902,343.26,0.45,0.39,2012-01-20,1410,N,VIIRS,n,1,301.59,3.62,D,0
13.256457,-16.31983,334.12,0.44,0.38,2012-01-20,1410,N,VIIRS,n,1,307.11,5.77,D,0
13.255808,-16.323868,347.28,0.44,0.38,2012-01-20,1410,N,VIIRS,n,1,306.8,8.71,D,0
13.406069,-14.684028,332.82,0.39,0.36,2012-01-20,1410,N,VIIRS,l,1,306.11,2.52,D,0
13.396564,-15.766331,351.56,0.42,0.37,2012-01-20,1411,N,VIIRS,n,1,307.6,9.68,D,0
13.382546,-15.787642,333.23,0.42,0.38,2012-01-20,1411,N,VIIRS,l,1,306.53,4.71,D,0
13.383785,-15.779962,338.88,0.42,0.38,2012-01-20,1411,N,VIIRS,n,1,305.81,5.84,D,0
13.380685,-15.799175,367,0.42,0.38,2012-01-20,1411,N,VIIRS,h,1,307.76,15.25,D,0
13.384404,-15.776122,367,0.42,0.37,2012-01-20,1411,N,VIIRS,h,1,308.3,13.81,D,0
13.355978,-15.929999,336.98,0.42,0.38,2012-01-20,1411,N,VIIRS,l,1,307.59,3.57,D,0
13.376,-15.806306,339.13,0.42,0.38,2012-01-20,1411,N,VIIRS,n,1,300.63,56.44,D,0
13.377866,-15.794768,355.85,0.42,0.38,2012-01-20,1411,N,VIIRS,n,1,308.65,45.05,D,0
13.378487,-15.790923,344.56,0.42,0.38,2012-01-20,1411,N,VIIRS,n,1,306.71,21.04,D,0
13.379107,-15.787083,339.6,0.42,0.38,2012-01-20,1411,N,VIIRS,n,1,304.84,21.04,D,0
13.379726,-15.783242,355.9,0.42,0.38,2012-01-20,1411,N,VIIRS,n,1,307.93,5.89,D,0
13.380347,-15.779397,342.38,0.42,0.38,2012-01-20,1411,N,VIIRS,n,1,304.08,5.89,D,0
13.376623,-15.802457,367,0.42,0.38,2012-01-20,1411,N,VIIRS,h,1,345.73,56.44,D,0
13.377244,-15.798612,367,0.42,0.38,2012-01-20,1411,N,VIIRS,h,1,333.46,45.05,D,0
13.373181,-15.80189,353.57,0.42,0.38,2012-01-20,1411,N,VIIRS,n,1,300.98,56.44,D,0
13.374426,-15.794199,355.34,0.42,0.38,2012-01-20,1411,N,VIIRS,n,1,309.71,45.05,D,0
13.375047,-15.790358,335,0.42,0.38,2012-01-20,1411,N,VIIRS,n,1,303.11,21.04,D,0
13.375668,-15.786513,350,0.42,0.38,2012-01-20,1411,N,VIIRS,n,1,324.72,21.04,D,0
13.376288,-15.782672,338.35,0.42,0.38,2012-01-20,1411,N,VIIRS,n,1,304.24,5.89,D,0
13.708005,-15.084538,337.57,0.4,0.37,2012-01-20,1411,N,VIIRS,n,1,302.75,3.53,D,0
13.631031,-15.127797,341.34,0.4,0.37,2012-01-20,1411,N,VIIRS,n,1,305.3,4.47,D,0
13.373804,-15.798045,367,0.42,0.38,2012-01-20,1411,N,VIIRS,h,1,310.41,45.05,D,0
13.631607,-15.124127,346.21,0.4,0.37,2012-01-20,1411,N,VIIRS,n,1,307.1,4.38,D,0
13.370987,-15.793629,332.38,0.42,0.38,2012-01-20,1411,N,VIIRS,n,1,304.9,3.08,D,0
13.34687,-15.92051,335.98,0.42,0.38,2012-01-20,1411,N,VIIRS,n,1,304.38,2.01,D,0
13.627666,-15.127247,348.5,0.4,0.37,2012-01-20,1411,N,VIIRS,n,1,311.32,7.49,D,0
13.6243,-15.126698,346.44,0.4,0.37,2012-01-20,1411,N,VIIRS,n,1,308.35,7.49,D,0
13.624879,-15.123028,339.36,0.4,0.37,2012-01-20,1411,N,VIIRS,n,1,307.55,5.08,D,0
13.400969,-15.782825,336.14,0.42,0.38,2012-01-20,1411,N,VIIRS,n,1,305.72,5.35,D,0
13.401584,-15.778999,352.09,0.42,0.37,2012-01-20,1411,N,VIIRS,n,1,305.51,5.36,D,0
13.402199,-15.775167,351.67,0.42,0.37,2012-01-20,1411,N,VIIRS,n,1,307.11,5.36,D,0
13.402814,-15.771338,338.01,0.42,0.37,2012-01-20,1411,N,VIIRS,n,1,306.17,3.46,D,0
13.398149,-15.778417,334.85,0.42,0.37,2012-01-20,1411,N,VIIRS,l,1,309.6,5.36,D,0
13.399999,-15.766908,334.51,0.42,0.37,2012-01-20,1411,N,VIIRS,l,1,308.57,3.46,D,0
13.391896,-15.773424,333.31,0.42,0.37,2012-01-20,1411,N,VIIRS,n,1,307.2,5.02,D,0
13.388805,-15.792615,367,0.42,0.38,2012-01-20,1411,N,VIIRS,h,1,306.57,9.99,D,0
13.392513,-15.76959,367,0.42,0.37,2012-01-20,1411,N,VIIRS,h,1,309.09,9.68,D,0
13.384127,-15.799737,330.03,0.42,0.38,2012-01-20,1411,N,VIIRS,n,1,302.65,15.25,D,0
13.384746,-15.79589,353.56,0.42,0.38,2012-01-20,1411,N,VIIRS,n,1,315.65,15.25,D,0
13.385365,-15.792049,339.28,0.42,0.38,2012-01-20,1411,N,VIIRS,n,1,309.04,4.71,D,0
13.388462,-15.772846,356.23,0.42,0.37,2012-01-20,1411,N,VIIRS,n,1,310.71,13.81,D,0
13.389079,-15.769011,338.56,0.42,0.37,2012-01-20,1411,N,VIIRS,n,1,305.61,8.34,D,0
13.380064,-15.803022,348.69,0.42,0.38,2012-01-20,1411,N,VIIRS,n,1,301.43,7.04,D,0
13.381306,-15.79533,350.64,0.42,0.38,2012-01-20,1411,N,VIIRS,n,1,308.54,15.25,D,0
13.168985,-16.579763,300.64,0.4,0.37,2012-01-21,0244,N,VIIRS,n,1,285.76,0.39,N,0
13.352682,-15.824088,317.86,0.42,0.37,2012-01-21,0244,N,VIIRS,n,1,279.38,0.83,N,0
13.598341,-14.898529,296.05,0.45,0.39,2012-01-21,0244,N,VIIRS,n,1,260.4,0.81,N,0
13.309249,-16.713778,325.72,0.4,0.37,2012-01-21,0244,N,VIIRS,n,1,285.85,1.91,N,0
13.41011,-14.678835,295.26,0.46,0.39,2012-01-21,0244,N,VIIRS,n,1,274.22,0.58,N,0
13.350761,-15.91859,304.55,0.41,0.37,2012-01-21,0244,N,VIIRS,n,1,286.19,0.75,N,0
13.34734,-15.919173,313.64,0.41,0.37,2012-01-21,0244,N,VIIRS,n,1,286.96,1.4,N,0
13.402202,-15.76024,298.06,0.42,0.38,2012-01-21,0244,N,VIIRS,n,1,279.12,0.83,N,0
13.398765,-15.760844,298.8,0.42,0.38,2012-01-21,0244,N,VIIRS,n,1,277.2,0.57,N,0
13.353572,-15.808177,296.93,0.42,0.37,2012-01-21,0244,N,VIIRS,n,1,276.01,0.38,N,0
13.395329,-15.761443,301.18,0.42,0.38,2012-01-21,0244,N,VIIRS,n,1,276.52,0.57,N,0
13.359801,-15.803142,299.96,0.42,0.37,2012-01-21,0244,N,VIIRS,n,1,274.43,0.57,N,0
13.345184,-15.821452,301.61,0.42,0.37,2012-01-21,0244,N,VIIRS,n,1,279.2,0.99,N,0
13.349252,-15.824682,298.69,0.42,0.37,2012-01-21,0244,N,VIIRS,n,1,278.23,0.83,N,0
13.488489,-14.674559,295.33,0.46,0.39,2012-01-21,0244,N,VIIRS,n,1,269.84,0.44,N,0
13.366032,-15.798104,303,0.42,0.37,2012-01-21,0244,N,VIIRS,n,1,272.69,0.91,N,0
13.715766,-15.075935,305.64,0.44,0.38,2012-01-21,0244,N,VIIRS,n,1,282.11,1.18,N,3
13.363234,-15.802541,297.79,0.42,0.37,2012-01-21,0244,N,VIIRS,n,1,275.83,0.57,N,0
13.349887,-15.828506,299.88,0.42,0.37,2012-01-21,0244,N,VIIRS,n,1,277.7,0.83,N,0
13.493531,-14.6824,299.09,0.46,0.39,2012-01-21,0244,N,VIIRS,n,1,269.95,0.89,N,3
13.332032,-16.62023,301.27,0.4,0.37,2012-01-21,0244,N,VIIRS,n,1,282.82,0.49,N,0
13.362974,-15.822297,302.9,0.42,0.37,2012-01-21,0244,N,VIIRS,n,1,278.4,0.72,N,0
13.332682,-16.70981,295.36,0.4,0.37,2012-01-21,0244,N,VIIRS,n,1,283.97,0.15,N,0
13.334743,-16.765322,298.34,0.39,0.36,2012-01-21,0244,N,VIIRS,n,1,285.05,0.84,N,0
13.406508,-14.67946,295.52,0.46,0.39,2012-01-21,0244,N,VIIRS,n,1,274.42,0.93,N,0
13.335524,-15.827039,296.51,0.42,0.37,2012-01-21,0244,N,VIIRS,n,1,278.18,0.58,N,0
13.338957,-15.82645,305.07,0.42,0.37,2012-01-21,0244,N,VIIRS,n,1,280.31,0.58,N,0
13.346708,-15.915376,305.15,0.41,0.37,2012-01-21,0244,N,VIIRS,n,1,285.67,0.8,N,0
13.408494,-14.675271,341.77,0.43,0.46,2012-01-21,1352,N,VIIRS,n,1,302.7,4.75,D,0
13.333139,-15.826877,331.83,0.51,0.49,2012-01-21,1352,N,VIIRS,n,1,298.05,6.73,D,0
13.396763,-15.757103,334.94,0.5,0.49,2012-01-21,1352,N,VIIRS,n,1,300.77,5.53,D,0
13.345541,-15.809805,342.23,0.51,0.49,2012-01-21,1352,N,VIIRS,n,1,302.97,7.59,D,0
13.344701,-15.814475,333.26,0.51,0.49,2012-01-21,1352,N,VIIRS,n,1,301.63,5.2,D,0
13.392275,-15.756258,345.77,0.5,0.49,2012-01-21,1352,N,VIIRS,n,1,302.54,5.53,D,0
13.329471,-15.821358,345.25,0.51,0.49,2012-01-21,1352,N,VIIRS,n,1,299.08,35.52,D,0
13.328626,-15.82603,357.42,0.51,0.49,2012-01-21,1352,N,VIIRS,n,1,306.06,35.52,D,0
13.334836,-15.817476,346.16,0.51,0.49,2012-01-21,1352,N,VIIRS,n,1,300.51,10.89,D,0
13.666977,-15.348597,346.05,0.47,0.48,2012-01-21,1352,N,VIIRS,n,1,284.03,46.36,D,0
13.694057,-14.99474,338.38,0.44,0.46,2012-01-21,1352,N,VIIRS,n,1,293.36,4.94,D,0
13.340439,-16.598501,340.15,0.57,0.52,2012-01-21,1352,N,VIIRS,n,1,301.37,6.53,D,0
13.445026,-16.454905,330.49,0.56,0.51,2012-01-21,1352,N,VIIRS,n,1,295.12,3.32,D,0
13.693333,-14.998824,348.99,0.44,0.46,2012-01-21,1352,N,VIIRS,n,1,293.13,4.94,D,0
13.66187,-15.352083,347.05,0.47,0.48,2012-01-21,1352,N,VIIRS,n,1,288.39,24.87,D,3
13.390087,-15.753081,335.4,0.5,0.49,2012-01-21,1352,N,VIIRS,n,1,296.47,4.45,D,0
13.389233,-15.757702,331.76,0.5,0.49,2012-01-21,1352,N,VIIRS,n,1,300.42,4.45,D,0
13.394577,-15.7539,340.55,0.5,0.49,2012-01-21,1352,N,VIIRS,n,1,298.45,4.45,D,0
13.402688,-15.760259,341.87,0.5,0.49,2012-01-21,1352,N,VIIRS,n,1,300.78,8.02,D,0
13.666219,-15.352892,350.87,0.47,0.48,2012-01-21,1352,N,VIIRS,n,1,285.33,24.87,D,3
13.702468,-15.021601,330.09,0.44,0.46,2012-01-21,1352,N,VIIRS,n,1,295.64,3.25,D,0
13.333985,-15.822186,351.41,0.51,0.49,2012-01-21,1352,N,VIIRS,n,1,299.59,6.73,D,0
13.549727,-15.055069,343.74,0.41,0.37,2012-01-22,0225,N,VIIRS,n,1,292.07,2.94,N,0
13.544015,-15.040401,303.78,0.41,0.37,2012-01-22,0225,N,VIIRS,n,1,288.62,0.91,N,0
13.543458,-15.059966,327.37,0.41,0.37,2012-01-22,0225,N,VIIRS,n,1,289.44,1.45,N,0
13.540595,-15.040946,327.32,0.41,0.37,2012-01-22,0225,N,VIIRS,n,1,289.4,2,N,0
13.542885,-15.056155,298.66,0.41,0.37,2012-01-22,0225,N,VIIRS,n,1,288.25,1.45,N,0
13.541165,-15.044737,300.57,0.41,0.37,2012-01-22,0225,N,VIIRS,n,1,288.66,2,N,0
13.537745,-15.045281,327.96,0.41,0.37,2012-01-22,0225,N,VIIRS,n,1,289.22,2,N,0
13.550304,-15.058888,308.46,0.41,0.37,2012-01-22,0225,N,VIIRS,n,1,288.38,2.94,N,0
13.549153,-15.051256,315.91,0.41,0.37,2012-01-22,0225,N,VIIRS,n,1,289.18,1.81,N,0
13.547456,-15.063241,322.27,0.41,0.37,2012-01-22,0225,N,VIIRS,n,1,289.34,4.1,N,0
13.546306,-15.055605,326.67,0.41,0.37,2012-01-22,0225,N,VIIRS,n,1,290.32,2.94,N,0
13.54688,-15.059422,315.01,0.41,0.37,2012-01-22,0225,N,VIIRS,n,1,289.33,2.94,N,0
13.409122,-16.254208,303.5,0.46,0.39,2012-01-22,0225,N,VIIRS,n,1,287.29,0.6,N,0
13.41152,-16.271135,298.13,0.46,0.39,2012-01-22,0225,N,VIIRS,n,1,288.07,0.49,N,0
13.402334,-15.754565,313.07,0.44,0.38,2012-01-22,0225,N,VIIRS,n,1,288.07,1.82,N,0
13.551715,-15.04712,309.35,0.41,0.37,2012-01-22,0225,N,VIIRS,n,1,288.71,1.49,N,0
13.552276,-15.050931,325.55,0.41,0.37,2012-01-22,0225,N,VIIRS,n,1,289.68,1.49,N,0
13.552835,-15.054746,333.47,0.41,0.37,2012-01-22,0225,N,VIIRS,n,1,290.85,4.21,N,0
13.553397,-15.058564,338.09,0.41,0.37,2012-01-22,0225,N,VIIRS,n,1,291.94,4.21,N,0
13.400721,-16.272791,304.73,0.46,0.39,2012-01-22,0225,N,VIIRS,n,1,288.09,0.86,N,3
13.349421,-15.911542,303.35,0.44,0.38,2012-01-22,0225,N,VIIRS,n,1,287.86,1.04,N,0
13.553958,-15.062387,328.71,0.41,0.37,2012-01-22,0225,N,VIIRS,n,1,289.88,5.52,N,0
13.552902,-15.031392,307.37,0.41,0.37,2012-01-22,0225,N,VIIRS,n,1,288.12,2.21,N,0
13.55402,-15.038982,298.93,0.41,0.37,2012-01-22,0225,N,VIIRS,n,1,288.12,0.96,N,0
13.400084,-16.27532,301.79,0.46,0.39,2012-01-22,0225,N,VIIRS,n,1,289.58,1.9,N,3
13.399462,-16.27107,301.4,0.46,0.39,2012-01-22,0225,N,VIIRS,n,1,288.2,1.33,N,3
13.346358,-15.910464,303.4,0.44,0.38,2012-01-22,0225,N,VIIRS,n,1,287.83,0.62,N,0
13.396486,-16.275871,329.51,0.46,0.39,2012-01-22,0225,N,VIIRS,n,1,290.66,1.9,N,3
13.555138,-15.046582,308.11,0.41,0.37,2012-01-22,0225,N,VIIRS,n,1,289.03,1.31,N,0
13.55626,-15.054207,307.62,0.41,0.37,2012-01-22,0225,N,VIIRS,n,1,288.3,1.33,N,0
13.556821,-15.058024,319.97,0.41,0.37,2012-01-22,0225,N,VIIRS,n,1,288.4,1.33,N,0
13.553461,-15.035188,338.89,0.41,0.37,2012-01-22,0225,N,VIIRS,n,1,291.95,2.21,N,0
13.555698,-15.050393,320.3,0.41,0.37,2012-01-22,0225,N,VIIRS,n,1,289.62,1.31,N,0
13.556323,-15.03085,306.77,0.41,0.37,2012-01-22,0225,N,VIIRS,n,1,288.5,2.21,N,0
13.342821,-15.911008,301.73,0.44,0.38,2012-01-22,0225,N,VIIRS,n,1,287.87,0.62,N,0
13.700661,-15.017118,322.42,0.41,0.37,2012-01-22,0225,N,VIIRS,n,1,290.12,1.34,N,3
13.704083,-15.016582,303.93,0.41,0.37,2012-01-22,0225,N,VIIRS,n,1,287.34,1.34,N,3
13.624086,-15.180608,304.49,0.42,0.37,2012-01-22,0225,N,VIIRS,n,1,287.09,0.94,N,0
13.626957,-15.176226,305.91,0.42,0.37,2012-01-22,0225,N,VIIRS,n,1,287.28,0.94,N,0
13.630398,-15.175695,296.92,0.42,0.37,2012-01-22,0225,N,VIIRS,n,1,286.11,0.44,N,0
13.550533,-15.062923,342.08,0.41,0.37,2012-01-22,0225,N,VIIRS,n,1,291.28,5.52,N,0
13.55004,-15.035728,301.21,0.41,0.37,2012-01-22,0225,N,VIIRS,n,1,287.86,0.78,N,0
13.549413,-15.055284,342.18,0.41,0.37,2012-01-22,0225,N,VIIRS,n,1,291.37,4.21,N,0
13.549973,-15.059106,303.51,0.41,0.37,2012-01-22,0225,N,VIIRS,n,1,288.43,4.21,N,0
13.594692,-14.88949,299.69,0.41,0.37,2012-01-22,0225,N,VIIRS,n,1,287.75,0.88,N,0
13.598096,-14.888936,314.21,0.41,0.37,2012-01-22,0225,N,VIIRS,n,1,288.23,0.88,N,0
13.600933,-14.88462,314.61,0.41,0.37,2012-01-22,0225,N,VIIRS,n,1,287.86,1.76,N,0
13.601499,-14.888383,319.92,0.41,0.37,2012-01-22,0225,N,VIIRS,n,1,289.11,1.76,N,0
13.604902,-14.887832,323.78,0.41,0.37,2012-01-22,0225,N,VIIRS,n,1,289.02,1.76,N,0
13.608307,-14.887283,304.61,0.41,0.37,2012-01-22,0225,N,VIIRS,n,1,287.91,0.72,N,0
13.39823,-15.751084,323.16,0.44,0.38,2012-01-22,0225,N,VIIRS,n,1,288.31,1.52,N,0
13.576041,-14.834771,310.83,0.41,0.37,2012-01-22,0225,N,VIIRS,n,1,287.87,0.62,N,3
13.572642,-14.835316,299.53,0.41,0.37,2012-01-22,0225,N,VIIRS,n,1,286.64,0.62,N,3
13.397639,-15.747066,302.88,0.43,0.38,2012-01-22,0225,N,VIIRS,n,1,287.24,1.52,N,0
13.383593,-15.749243,318.14,0.43,0.38,2012-01-22,0225,N,VIIRS,n,1,288.76,2.01,N,0
13.380082,-15.749793,304.28,0.43,0.38,2012-01-22,0225,N,VIIRS,n,1,287.64,1.03,N,0
13.341947,-15.809103,306.88,0.44,0.38,2012-01-22,0225,N,VIIRS,n,1,288.53,1.11,N,0
13.309114,-15.829218,313.38,0.44,0.38,2012-01-22,0225,N,VIIRS,n,1,288.89,2,N,0
13.5704,-14.820341,296.23,0.41,0.37,2012-01-22,0225,N,VIIRS,n,1,286.1,0.2,N,0
13.548852,-15.051466,311.84,0.41,0.37,2012-01-22,0225,N,VIIRS,n,1,288.93,1.49,N,0
13.550879,-15.062705,343.52,0.41,0.37,2012-01-22,0225,N,VIIRS,n,1,291.24,4.1,N,0
13.412946,-14.677485,298.97,0.4,0.37,2012-01-22,0225,N,VIIRS,n,1,288.7,0.56,N,0
13.416327,-14.67695,306.94,0.4,0.37,2012-01-22,0225,N,VIIRS,n,1,288.92,0.56,N,0
13.166739,-15.965844,306.08,0.44,0.38,2012-01-22,0225,N,VIIRS,n,1,287.46,0.64,N,0
13.597711,-14.881107,330.03,0.45,0.63,2012-01-22,1333,N,VIIRS,n,1,297.96,3.39,D,0
13.596865,-14.885279,335.26,0.45,0.63,2012-01-22,1333,N,VIIRS,n,1,299.3,3.39,D,0
13.596384,-14.885547,331.2,0.45,0.63,2012-01-22,1333,N,VIIRS,n,1,298.84,3.35,D,0
13.597206,-14.881334,335.7,0.45,0.63,2012-01-22,1333,N,VIIRS,n,1,298.23,3.35,D,0
13.367555,-15.75696,367,0.52,0.67,2012-01-22,1333,N,VIIRS,h,1,310.29,66.85,D,0
13.368526,-15.752158,351.13,0.52,0.67,2012-01-22,1333,N,VIIRS,n,1,298.53,66.85,D,0
13.366579,-15.761777,355.69,0.52,0.67,2012-01-22,1333,N,VIIRS,n,1,295.3,39.97,D,0
13.425948,-14.692204,330.69,0.44,0.62,2012-01-22,1333,N,VIIRS,n,1,295.98,1.69,D,0
13.373895,-15.745767,332.98,0.72,0.76,2012-01-22,1513,N,VIIRS,n,1,295.9,8.94,D,0
13.366796,-15.745157,349.34,0.72,0.76,2012-01-22,1513,N,VIIRS,n,1,295.6,8.94,D,0
13.666722,-15.256522,336.02,0.78,0.78,2012-01-22,1513,N,VIIRS,n,1,292.83,9.75,D,0
13.37042,-15.742049,351.03,0.72,0.76,2012-01-22,1513,N,VIIRS,n,1,296.02,12.71,D,0
13.383162,-16.265263,313.71,0.59,0.53,2012-01-23,0206,N,VIIRS,n,1,282.78,2.7,N,0
13.411805,-14.388345,299.12,0.44,0.46,2012-01-23,0206,N,VIIRS,n,1,277.1,0.83,N,0
13.412371,-14.392486,295.47,0.44,0.46,2012-01-23,0206,N,VIIRS,n,1,276.81,0.83,N,0
13.158837,-15.987223,309.91,0.56,0.51,2012-01-23,0206,N,VIIRS,n,1,287.81,1.46,N,0
13.412938,-14.396646,312.99,0.44,0.46,2012-01-23,0206,N,VIIRS,n,1,278.78,2.45,N,0
13.414567,-14.388275,303.52,0.44,0.46,2012-01-23,0206,N,VIIRS,n,1,282.13,1.31,N,0
13.374226,-15.74112,297.75,0.54,0.51,2012-01-23,0206,N,VIIRS,n,1,286.3,0.58,N,0
13.415636,-14.396562,316.47,0.44,0.46,2012-01-23,0206,N,VIIRS,n,1,280.53,2.59,N,0
13.371305,-15.739768,299.07,0.54,0.51,2012-01-23,0206,N,VIIRS,n,1,287.24,0.53,N,0
13.415101,-14.392423,312.66,0.44,0.46,2012-01-23,0206,N,VIIRS,n,1,281.2,1.31,N,0
13.414617,-14.670726,301.98,0.46,0.47,2012-01-23,0206,N,VIIRS,n,1,288.58,1.14,N,0
13.377345,-15.412657,299.27,0.52,0.5,2012-01-23,0206,N,VIIRS,n,1,288.41,0.79,N,0
13.377961,-15.417465,298.5,0.52,0.5,2012-01-23,0206,N,VIIRS,n,1,288.14,0.79,N,0
13.503563,-14.756827,340.11,0.41,0.61,2012-01-23,1454,N,VIIRS,n,1,298.53,6.31,D,0
13.337656,-15.907504,350.8,0.34,0.56,2012-01-23,1454,N,VIIRS,n,1,300.02,3.62,D,0
13.337285,-15.91069,338.02,0.34,0.56,2012-01-23,1454,N,VIIRS,n,1,298.42,3.62,D,0
13.343241,-15.904923,348.32,0.34,0.56,2012-01-23,1454,N,VIIRS,n,1,299.21,6.53,D,0
13.707848,-15.067616,330.39,0.39,0.6,2012-01-23,1455,N,VIIRS,n,1,294.97,1.46,D,3
13.689461,-15.177251,332.28,0.39,0.59,2012-01-23,1455,N,VIIRS,n,1,293.78,3.03,D,0
13.404012,-16.337526,332.02,0.32,0.55,2012-01-23,1455,N,VIIRS,n,1,300.16,3.51,D,0
13.406919,-16.356215,367,0.32,0.55,2012-01-23,1455,N,VIIRS,h,1,301.15,7.81,D,0
13.406563,-16.359213,367,0.32,0.55,2012-01-23,1455,N,VIIRS,h,1,302.42,7.81,D,0
13.406204,-16.362213,354.61,0.32,0.55,2012-01-23,1455,N,VIIRS,n,1,301.06,13.48,D,0
13.415218,-16.329727,333.09,0.32,0.55,2012-01-23,1455,N,VIIRS,n,1,299.11,4.89,D,0
13.411976,-16.356834,331.17,0.32,0.55,2012-01-23,1455,N,VIIRS,n,1,299.76,7.81,D,0
13.411617,-16.359837,339.94,0.32,0.55,2012-01-23,1455,N,VIIRS,n,1,298.79,7.81,D,0
13.418117,-16.348427,332.14,0.32,0.55,2012-01-23,1455,N,VIIRS,n,1,300.21,4.65,D,0
13.425,-16.333883,336.71,0.32,0.55,2012-01-23,1455,N,VIIRS,n,1,299.9,4.12,D,0
13.649658,-15.135677,337.4,0.39,0.59,2012-01-23,1455,N,VIIRS,n,1,295.12,3.5,D,0
13.397518,-16.34897,336.91,0.32,0.55,2012-01-23,1455,N,VIIRS,n,1,299.52,2.72,D,0
13.397162,-16.351973,330.58,0.32,0.55,2012-01-23,1455,N,VIIRS,n,1,298.7,2.72,D,0
13.365348,-16.361717,298.84,0.62,0.71,2012-01-24,0147,N,VIIRS,n,1,286.62,0.95,N,0
13.366624,-16.373489,306.59,0.62,0.71,2012-01-24,0147,N,VIIRS,n,1,287.41,2.95,N,0
13.36727,-16.379442,307.36,0.62,0.71,2012-01-24,0147,N,VIIRS,n,1,287.94,4.77,N,0
13.352688,-16.369333,301.31,0.62,0.71,2012-01-24,0147,N,VIIRS,n,1,287.64,3.32,N,0
13.358706,-16.362633,300.87,0.62,0.71,2012-01-24,0147,N,VIIRS,n,1,287.73,0.95,N,0
13.35395,-16.381071,327.89,0.62,0.71,2012-01-24,0147,N,VIIRS,n,1,288.73,7.88,N,0
13.353317,-16.375185,331.86,0.62,0.71,2012-01-24,0147,N,VIIRS,n,1,288.83,3.32,N,0
13.381492,-16.354488,319.95,0.62,0.71,2012-01-24,0147,N,VIIRS,n,1,287.91,3.67,N,0
13.380889,-16.348627,327.88,0.62,0.71,2012-01-24,0147,N,VIIRS,n,1,288.06,3.67,N,0
13.386943,-16.342039,301.68,0.62,0.71,2012-01-24,0147,N,VIIRS,n,1,287.23,2.75,N,0
13.387544,-16.347858,306.12,0.62,0.71,2012-01-24,0147,N,VIIRS,n,1,287.76,3.67,N,0
13.374841,-16.355333,306.37,0.62,0.71,2012-01-24,0147,N,VIIRS,n,1,287.1,1.03,N,0
13.371359,-16.355015,299,0.62,0.71,2012-01-24,0147,N,VIIRS,n,1,286.02,3.09,N,0
13.377367,-16.348324,314.24,0.62,0.71,2012-01-24,0147,N,VIIRS,n,1,286.34,1.96,N,0
13.378002,-16.354137,322.03,0.62,0.71,2012-01-24,0147,N,VIIRS,n,1,288.09,3.09,N,0
13.369999,-16.373928,300.91,0.62,0.71,2012-01-24,0147,N,VIIRS,n,1,287.17,1.22,N,0
13.390034,-16.340994,302.73,0.62,0.71,2012-01-24,0147,N,VIIRS,n,1,287.61,2.63,N,0
13.384657,-16.353374,299.8,0.62,0.71,2012-01-24,0147,N,VIIRS,n,1,287.41,3.42,N,0
13.384018,-16.347544,319.77,0.62,0.71,2012-01-24,0147,N,VIIRS,n,1,288.13,2.63,N,0
13.359333,-16.368435,306.54,0.62,0.71,2012-01-24,0147,N,VIIRS,n,1,288.05,2.95,N,0
13.359969,-16.374325,328.06,0.62,0.71,2012-01-24,0147,N,VIIRS,n,1,288.57,2.95,N,0
13.360608,-16.380238,327.12,0.62,0.71,2012-01-24,0147,N,VIIRS,n,1,288.45,4.77,N,0
13.361751,-16.376255,326.43,0.6,0.71,2012-01-24,0328,N,VIIRS,n,1,288.93,2.64,N,0
13.367023,-16.369278,306.98,0.6,0.71,2012-01-24,0328,N,VIIRS,n,1,287.77,2.64,N,0
13.371094,-16.356632,306.43,0.6,0.71,2012-01-24,0328,N,VIIRS,n,1,287.71,2.49,N,0
13.376368,-16.349606,302.64,0.6,0.71,2012-01-24,0328,N,VIIRS,n,1,287.26,2.1,N,0
13.362944,-16.38183,304.63,0.6,0.71,2012-01-24,0328,N,VIIRS,n,1,288.32,3.66,N,0
13.360558,-16.37068,305.25,0.6,0.71,2012-01-24,0328,N,VIIRS,n,1,287.86,2.64,N,0
13.359347,-16.365021,308.48,0.6,0.71,2012-01-24,0328,N,VIIRS,n,1,287.6,3.65,N,0
13.355286,-16.377647,321.95,0.6,0.71,2012-01-24,0328,N,VIIRS,n,1,288.76,2.97,N,0
13.354078,-16.372021,311.72,0.6,0.71,2012-01-24,0328,N,VIIRS,n,1,288.48,2.97,N,0
13.352865,-16.36636,307.68,0.6,0.71,2012-01-24,0328,N,VIIRS,n,1,287.75,2.95,N,0
13.348809,-16.378992,323.03,0.6,0.71,2012-01-24,0328,N,VIIRS,n,1,288.17,2.97,N,0
13.34759,-16.373323,316.42,0.6,0.71,2012-01-24,0328,N,VIIRS,n,1,287.93,2.97,N,0
13.377599,-16.349134,305.28,0.6,0.71,2012-01-24,0328,N,VIIRS,n,1,287.39,1.61,N,0
13.372293,-16.356209,307.43,0.6,0.71,2012-01-24,0328,N,VIIRS,n,1,287.88,1.61,N,0
13.368151,-16.368902,305.22,0.6,0.71,2012-01-24,0328,N,VIIRS,n,1,287.77,1.87,N,0
13.365815,-16.357595,299.81,0.6,0.71,2012-01-24,0328,N,VIIRS,n,1,287.72,2.03,N,0
